GENERATION_PROJECT,build_year,gen_predetermined_cap,gen_predetermined_storage_energy_mwh
158043,2005,48.0,.
158040,2005,48.0,.
157843,2000,12.6,.
157927,1966,3.1,.
157928,1985,8.2,.
157844,2000,2.7,.
157929,2010,16.6,.
157930,2009,9.3,.
157931,1907,57.3,.
157932,2009,11.0,.
157933,2005,25.0,.
157934,2010,33.6,.
158010,2001,45.0,.
157952,1950,67.0,.
157949,2007,293.0,.
157962,1968,290.0,.
157935,1952,60.0,.
157936,1993,15.0,.
158007,1950,30.0,.
157937,1960,8.0,.
157938,1952,453.8,.
157845,1992,2.8,.
158055,1958,26.0,.
158056,1990,29.0,.
157939,1972,54.0,.
158059,1997,0.6,.
158068,2007,3.6,.
158069,2001,6.5,.
158070,2006,70.5,.
158071,2002,1.8,.
158072,2004,68.4,.
158073,2007,81.4,.
158074,2004,0.8,.
158075,2004,3.4,.
158076,1998,1.8,.
158077,2000,0.7,.
158060,2001,19.5,.
158078,2001,0.7,.
158079,2002,0.7,.
158080,2001,0.9,.
158081,2000,9.9,.
158082,2001,29.0,.
158083,1994,21.4,.
158084,2009,66.0,.
158085,2010,66.0,.
158086,2011,69.0,.
158087,2010,81.6,.
158061,2006,30.0,.
158088,2011,88.0,.
158089,1993,0.2,.
158090,2009,102.0,.
158091,2010,1.5,.
158092,2011,144.0,.
158062,2006,9.0,.
158063,2007,54.0,.
158064,2001,0.6,.
158065,2004,30.0,.
158066,2003,68.4,.
158067,2001,0.6,.
158009,1993,69.0,.
158014,1993,69.0,.
154496,2016,30.0,20.0
154886,2012,1.0,6.8
155173,2016,20.0,20.0
155315,2018,0.3,0.5
155606,2016,10.0,10.0
155610,2016,10.0,10.0
155912,2015,2.5,2.5
156265,2017,0.5,1.0
156340,2011,0.8,1.3
156418,2013,2.0,14.0
156419,2013,4.0,28.0
156533,2016,8.0,32.0
156604,2015,1.0,0.5
156604,2016,1.0,0.5
156605,2017,2.4,8.0
156657,2016,2.0,2.0
156710,2013,5.0,1.3
156711,2016,2.0,4.4
156730,2012,0.5,1.5
156730,2014,1.0,3.0
156731,2012,0.5,1.166666667
156731,2015,1.0,2.33
156732,2015,2.0,6.0
156733,2014,1.0,3.0
156734,2017,7.5,30.0
156735,2017,30.0,120.0
156742,2016,20.0,80.0
156756,2016,2.0,8.0
156781,2017,2.0,1.0
156789,2017,10.0,2.5
156800,2017,2.0,8.0
156817,2017,10.0,2.5
156856,2018,20.0,10.0
156857,2017,1.0,2.2
156897,2018,40.0,40.0
156899,2018,10.0,40.0
156906,2018,5.5,33.5
156907,2018,5.8,34.8
156934,2018,2.0,8.0
156935,2018,1.0,12.6
156940,2018,0.5,0.9
156968,2018,4.0,4.0
157015,2019,10.0,40.0
157017,2021,300.0,1200.0
157019,2020,182.5,730.0
157030,2020,3.0,12.0
157031,2019,0.5,0.5
157037,2019,1.0,4.0
157038,2021,6.5,26.0
157061,2022,40.0,160.0
157065,2021,100.0,400.0
157069,2020,10.0,40.0
157074,2021,20.0,80.0
157081,2020,2.4,3.6
157082,2019,27.8,111.2
157083,2020,1.4,3.7
157084,2021,9.0,36.0
157085,2021,6.0,24.0
157086,2021,15.0,60.0
157093,2019,1.0,2.0
157095,2022,25.0,100.0
157096,2022,10.0,40.0
157127,2021,30.0,120.0
157131,2020,10.0,40.0
157139,2020,2.0,6.0
