hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
154370,2050_M9,98.97245370370366,197.94490740740733
154370,2050_M8,115.94973118279569,231.89946236559138
154370,2050_M7,132.6458781362007,265.2917562724014
154370,2050_M6,150.43578703703704,300.8715740740741
154370,2050_M5,148.57432795698924,297.1486559139785
154370,2050_M4,165.41893518518518,330.83787037037035
154370,2050_M3,128.92181899641577,257.84363799283153
154370,2050_M1,88.02275985663081,176.04551971326163
154371,2050_M8,0.22615456989247312,0.45230913978494625
154371,2050_M11,0.17579981481481483,0.35159962962962965
154371,2050_M10,0.15758413978494623,0.31516827956989246
154371,2050_M9,0.18575157407407408,0.37150314814814817
154371,2050_M7,0.2726815860215054,0.5453631720430108
154371,2050_M6,0.2972178703703704,0.5944357407407408
154371,2050_M5,0.2961025985663082,0.5922051971326164
154371,2050_M4,0.25001851851851853,0.5000370370370371
