timepoint,timestamp,hours_per_year,timeseries,period
359240,2050122508,4.0137,2050_2050-year-round,2050
359244,2050122512,4.0137,2050_2050-year-round,2050
359248,2050122516,4.0137,2050_2050-year-round,2050
359252,2050122520,4.0137,2050_2050-year-round,2050
359256,2050122600,4.0137,2050_2050-year-round,2050
359260,2050122604,4.0137,2050_2050-year-round,2050
359264,2050122608,4.0137,2050_2050-year-round,2050
359268,2050122612,4.0137,2050_2050-year-round,2050
359272,2050122616,4.0137,2050_2050-year-round,2050
359276,2050122620,4.0137,2050_2050-year-round,2050
359280,2050122700,4.0137,2050_2050-year-round,2050
359284,2050122704,4.0137,2050_2050-year-round,2050
359288,2050122708,4.0137,2050_2050-year-round,2050
359292,2050122712,4.0137,2050_2050-year-round,2050
359296,2050122716,4.0137,2050_2050-year-round,2050
359300,2050122720,4.0137,2050_2050-year-round,2050
359304,2050122800,4.0137,2050_2050-year-round,2050
359308,2050122804,4.0137,2050_2050-year-round,2050
359312,2050122808,4.0137,2050_2050-year-round,2050
359316,2050122812,4.0137,2050_2050-year-round,2050
359320,2050122816,4.0137,2050_2050-year-round,2050
359324,2050122820,4.0137,2050_2050-year-round,2050
359328,2050122900,4.0137,2050_2050-year-round,2050
359332,2050122904,4.0137,2050_2050-year-round,2050
359336,2050122908,4.0137,2050_2050-year-round,2050
359340,2050122912,4.0137,2050_2050-year-round,2050
359344,2050122916,4.0137,2050_2050-year-round,2050
359348,2050122920,4.0137,2050_2050-year-round,2050
359352,2050123000,4.0137,2050_2050-year-round,2050
359356,2050123004,4.0137,2050_2050-year-round,2050
359360,2050123008,4.0137,2050_2050-year-round,2050
359364,2050123012,4.0137,2050_2050-year-round,2050
359368,2050123016,4.0137,2050_2050-year-round,2050
359372,2050123020,4.0137,2050_2050-year-round,2050
359376,2050123100,4.0137,2050_2050-year-round,2050
359380,2050123104,4.0137,2050_2050-year-round,2050
359384,2050123108,4.0137,2050_2050-year-round,2050
359388,2050123112,4.0137,2050_2050-year-round,2050
359392,2050123116,4.0137,2050_2050-year-round,2050
359396,2050123120,4.0137,2050_2050-year-round,2050
