STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
5011_1,355268,245.03
5011_1,355272,263.9
5011_1,355276,0
5011_1,355280,0
5011_1,355284,0
5011_1,355288,488.89
5011_1,355292,263.58
5011_1,355296,249.31
5011_1,355300,0
5011_1,355304,0
5011_1,355308,0
5011_1,355312,399.39
5011_1,355316,252.5
5011_1,355320,199.47
5011_1,355324,0
5011_1,355328,0
5011_1,355332,0
5011_1,355336,456.87
5011_1,355340,193.94
5011_1,355344,200.55
5011_1,355348,0
5011_1,355352,0
5011_1,355356,0
5011_1,355360,452.07
5011_1,355364,334.93
5011_1,355368,64.369
5011_1,355372,0
5011_1,355376,0
5011_1,355380,0
5011_1,355384,366.91
5011_1,355388,342.33
5011_1,355392,99.87
5011_1,355396,0
5011_1,355400,0
5011_1,355404,0
5011_1,355408,402.74
5011_1,355412,325.43
5011_1,355416,0
5011_1,355420,0
5011_1,355424,0
5011_1,355428,0
5011_1,355432,320.44
5011_1,355436,271.94
5011_1,355440,157.61
5011_1,355444,0
5011_1,355448,0
5011_1,355452,0
5011_1,355456,186.72
5011_1,355460,89.244
5011_1,355464,45.153
5011_1,355468,0
5011_1,355472,0
5011_1,355476,0
5011_1,355480,177.59
5011_1,355484,16.907
5011_1,355488,0
5011_1,355492,0
5011_1,355496,0
5011_1,355500,0
5011_1,355504,211.92
5011_1,355508,60.174
5011_1,355512,52.231
5011_1,355516,0
5011_1,355520,0
5011_1,355524,0
5011_1,355528,310.23
5011_1,355532,232.98
5011_1,355536,0
5011_1,355540,0
5011_1,355544,0
5011_1,355548,0
5011_1,355552,325.22
5011_1,355556,267.65
5011_1,355560,168.53
5011_1,355564,0
5011_1,355568,0
5011_1,355572,0
5011_1,355576,336.36
5011_1,355580,274.74
5011_1,355584,92.183
5011_1,355588,0
5011_1,355592,0
5011_1,355596,0
5011_1,355600,315.42
5011_1,355604,325.12
5011_1,355608,0
5011_1,355612,0
5011_1,355616,0
5011_1,355620,0
5011_1,355624,68.545
5011_1,355628,269.46
5011_1,355632,190.41
5011_1,355636,0
5011_1,355640,0
5011_1,355644,0
5011_1,355648,253.31
5011_1,355652,242.29
5011_1,355656,292.78
5011_1,355660,0
5011_1,355664,0
5011_1,355668,0
5011_1,355672,226.91
5011_1,355676,246.86
5011_1,355680,364.93
5011_1,355684,0
5011_1,355688,0
5011_1,355692,0
5011_1,355696,341.03
5011_1,355700,274.25
5011_1,355704,260.17
5011_1,355708,18.131
5011_1,355712,18.361
5011_1,355716,19.805
5011_1,355720,211.24
5011_1,355724,268.44
5011_1,355728,267.73
5011_1,355732,18.127
5011_1,355736,18.416
5011_1,355740,19.28
5011_1,355744,313.36
5011_1,355748,254.33
5011_1,355752,296.2
5011_1,355756,20.617
5011_1,355760,21.161
5011_1,355764,22.035
5011_1,355768,436.73
5011_1,355772,364.44
5011_1,355776,355.06
5011_1,355780,18.007
5011_1,355784,18.406
5011_1,355788,19.165
5011_1,355792,293.88
5011_1,355796,244.17
5011_1,355800,246.53
5011_1,355804,17.861
5011_1,355808,18.151
5011_1,355812,18.797
5011_1,355816,244.24
5011_1,355820,304.87
5011_1,355824,190.09
5011_1,355828,18.382
5011_1,355832,18.538
5011_1,355836,19.11
5011_1,355840,573.74
5011_1,355844,427.38
5011_1,355848,435.88
5011_1,355852,103.98
5011_1,355856,113.08
5011_1,355860,143.99
5011_1,355864,507.3
5011_1,355868,287.99
5011_1,355872,273.36
5011_1,355876,19.472
5011_1,355880,20.013
5011_1,355884,20.832
5011_1,355888,353.62
5011_1,355892,255.43
5011_1,355896,233.45
5011_1,355900,17.747
5011_1,355904,18.207
5011_1,355908,20.082
5011_1,355912,397.89
5011_1,355916,314.31
5011_1,355920,64.263
5011_1,355924,16.592
5011_1,355928,17.057
5011_1,355932,18.517
5011_1,355936,349.1
5011_1,355940,287.95
5011_1,355944,39.715
5011_1,355948,16.622
5011_1,355952,17.063
5011_1,355956,17.832
5011_1,355960,325.12
5011_1,355964,278.12
5011_1,355968,120.33
5011_1,355972,16.563
5011_1,355976,17.014
5011_1,355980,17.756
5011_1,355984,368.11
5011_1,355988,312.87
5011_1,355992,65.703
5011_1,355996,17.937
5011_1,356000,18.266
5011_1,356004,19.2
5011_1,356008,782.92
5011_1,356012,47.919
5011_1,356016,75.252
5011_1,356020,20.571
5011_1,356024,20.933
5011_1,356028,21.789
5011_1,356032,272.03
5011_1,356036,303.02
5011_1,356040,279.38
5011_1,356044,19.495
5011_1,356048,20.119
5011_1,356052,20.705
5011_1,356056,364.96
5011_1,356060,313.59
5011_1,356064,148.29
5011_1,356068,19.253
5011_1,356072,19.741
5011_1,356076,20.644
5011_1,356080,298.34
5011_1,356084,294.33
5011_1,356088,204.68
5011_1,356092,19.298
5011_1,356096,19.833
5011_1,356100,20.606
5011_1,356104,297.87
5011_1,356108,272.05
5011_1,356112,246.44
5011_1,356116,19.706
5011_1,356120,20.227
5011_1,356124,20.929
5011_1,356128,650.28
5011_1,356132,105.49
5011_1,356136,135.53
5011_1,356140,22.056
5011_1,356144,22.975
5011_1,356148,25.212
5011_1,356152,653.02
5011_1,356156,320.23
5011_1,356160,310.32
5011_1,356164,24.966
5011_1,356168,26.298
5011_1,356172,31.719
5011_1,356176,798.35
5011_1,356180,60.74
5011_1,356184,98.185
5011_1,356188,29.539
5011_1,356192,30.691
5011_1,356196,37.846
5011_1,356200,567.39
5011_1,356204,488.76
5011_1,356208,369.86
5011_1,356212,20.496
5011_1,356216,20.937
5011_1,356220,21.877
5011_1,356224,565.52
5011_1,356228,255.03
5011_1,356232,24.727
5011_1,356236,19.229
5011_1,356240,19.676
5011_1,356244,20.354
5011_1,356248,261.57
5011_1,356252,248.64
5011_1,356256,289.37
5011_1,356260,19.322
5011_1,356264,19.735
5011_1,356268,20.307
5011_1,356272,777.43
5011_1,356276,171.88
5011_1,356280,219.52
5011_1,356284,20.398
5011_1,356288,21.047
5011_1,356292,22.754
5011_1,356296,342.98
5011_1,356300,338.69
5011_1,356304,189.89
5011_1,356308,21.325
5011_1,356312,21.876
5011_1,356316,22.931
5011_1,356320,473.55
5011_1,356324,406.83
5011_1,356328,461.06
5011_1,356332,43.342
5011_1,356336,46.806
5011_1,356340,60.209
5011_1,356344,552.79
5011_1,356348,453.87
5011_1,356352,481.4
5011_1,356356,206.21
5011_1,356360,226.17
5011_1,356364,255.64
5011_1,356368,543.69
5011_1,356372,491.08
5011_1,356376,483.42
5011_1,356380,140.32
5011_1,356384,157.2
5011_1,356388,174.85
5011_1,356392,568.72
5011_1,356396,469.47
5011_1,356400,492.98
5011_1,356404,23.889
5011_1,356408,25.439
5011_1,356412,30.086
5011_1,356416,595.61
5011_1,356420,463.16
5011_1,356424,428.62
5011_1,356428,108.28
5011_1,356432,123.15
5011_1,356436,137.56
5011_1,356440,538.74
5011_1,356444,475.82
5011_1,356448,435.26
5011_1,356452,105.83
5011_1,356456,116.57
5011_1,356460,142.84
5011_1,356464,495.85
5011_1,356468,520.94
5011_1,356472,483.28
5011_1,356476,135.24
5011_1,356480,150.25
5011_1,356484,157.26
5011_1,356488,626.26
5011_1,356492,230.12
5011_1,356496,287.83
5011_1,356500,135.97
5011_1,356504,147.99
5011_1,356508,164.63
5011_1,356512,382.95
5011_1,356516,324.3
5011_1,356520,300.67
5011_1,356524,154.88
5011_1,356528,164.01
5011_1,356532,170.25
5011_1,356536,381.83
5011_1,356540,324.79
5011_1,356544,359.34
5011_1,356548,147.91
5011_1,356552,158.47
5011_1,356556,163.92
5011_1,356560,385.5
5011_1,356564,325.62
5011_1,356568,331.4
5011_1,356572,127.46
5011_1,356576,138.36
5011_1,356580,146.34
5011_1,356584,357.26
5011_1,356588,321.4
5011_1,356592,311.82
5011_1,356596,120.41
5011_1,356600,130.02
5011_1,356604,139
5011_1,356608,415.8
5011_1,356612,307.52
5011_1,356616,347.69
5011_1,356620,122.82
5011_1,356624,134.76
5011_1,356628,146.07
5011_1,356632,302.17
5011_1,356636,306.67
5011_1,356640,367.26
5011_1,356644,137.39
5011_1,356648,146.76
5011_1,356652,146.24
5011_1,356656,519.81
5011_1,356660,478.41
5011_1,356664,487.43
5011_1,356668,368.23
5011_1,356672,399.12
5011_1,356676,409.58
5011_1,356680,472.14
5011_1,356684,439.89
5011_1,356688,441.7
5011_1,356692,405.61
5011_1,356696,414.43
5011_1,356700,427.31
5011_1,356704,505.44
5011_1,356708,435.75
5011_1,356712,485.22
5011_1,356716,328.37
5011_1,356720,363.01
5011_1,356724,372.9
5011_1,356728,523.87
5011_1,356732,431.79
5011_1,356736,462.51
5011_1,356740,164.51
5011_1,356744,182.57
5011_1,356748,192.05
5011_1,356752,384.26
5011_1,356756,339.14
5011_1,356760,355.9
5011_1,356764,169.05
5011_1,356768,182.84
5011_1,356772,183.32
5011_1,356776,557.14
5011_1,356780,435.41
5011_1,356784,462.85
5011_1,356788,260.76
5011_1,356792,286.04
5011_1,356796,295.96
5011_1,356800,532.81
5011_1,356804,452.7
5011_1,356808,426.15
5011_1,356812,333.01
5011_1,356816,353.39
5011_1,356820,367.95
5011_1,356824,540.03
5011_1,356828,478.22
5011_1,356832,481.44
5011_1,356836,433.88
5011_1,356840,450.12
5011_1,356844,462.1
5011_1,356848,494.4
5011_1,356852,481.54
5011_1,356856,485.67
5011_1,356860,463.06
5011_1,356864,471.16
5011_1,356868,484.44
5011_1,356872,484.31
5011_1,356876,479.25
5011_1,356880,484.85
5011_1,356884,447.55
5011_1,356888,462.09
5011_1,356892,475.19
5011_1,356896,479.23
5011_1,356900,480.18
5011_1,356904,509.19
5011_1,356908,372.65
5011_1,356912,411.69
5011_1,356916,429.28
5011_1,356920,496.68
5011_1,356924,473.68
5011_1,356928,489.62
5011_1,356932,381.15
5011_1,356936,412.92
5011_1,356940,424.85
5011_1,356944,481.92
5011_1,356948,466.32
5011_1,356952,483.76
5011_1,356956,430.77
5011_1,356960,446.73
5011_1,356964,457.82
5011_1,356968,499.81
5011_1,356972,477.86
5011_1,356976,490.97
5011_1,356980,454.98
5011_1,356984,469.46
5011_1,356988,476.18
5011_1,356992,483.02
5011_1,356996,490.22
5011_1,357000,505.18
5011_1,357004,457.49
5011_1,357008,467.3
5011_1,357012,464.09
5011_1,357016,494.54
5011_1,357020,466.87
5011_1,357024,496.33
5011_1,357028,450.87
5011_1,357032,456.71
5011_1,357036,463.18
5011_1,357040,477.39
5011_1,357044,468.29
5011_1,357048,491.25
5011_1,357052,401.04
5011_1,357056,428.87
5011_1,357060,445.51
5011_1,357064,482.58
5011_1,357068,470.61
5011_1,357072,489.42
5011_1,357076,354.87
5011_1,357080,387.82
5011_1,357084,399.46
5011_1,357088,476.76
5011_1,357092,483.78
5011_1,357096,494
5011_1,357100,383.28
5011_1,357104,412.7
5011_1,357108,427.18
5011_1,357112,486.78
5011_1,357116,491.31
5011_1,357120,490.27
5011_1,357124,397.36
5011_1,357128,425.7
5011_1,357132,438.89
5011_1,357136,510.39
5011_1,357140,484.91
5011_1,357144,509.23
5011_1,357148,366.85
5011_1,357152,405.49
5011_1,357156,423.01
5011_1,357160,467.23
5011_1,357164,455.08
5011_1,357168,479.79
5011_1,357172,379.15
5011_1,357176,396.32
5011_1,357180,400.44
5011_1,357184,529.89
5011_1,357188,504.07
5011_1,357192,518.7
5011_1,357196,213.22
5011_1,357200,233.86
5011_1,357204,243.5
5011_1,357208,537.19
5011_1,357212,519.71
5011_1,357216,329.7
5011_1,357220,202.85
5011_1,357224,222.01
5011_1,357228,228.38
5011_1,357232,515.52
5011_1,357236,472.66
5011_1,357240,452.62
5011_1,357244,293.87
5011_1,357248,321.66
5011_1,357252,325.66
5011_1,357256,529.24
5011_1,357260,495.53
5011_1,357264,517.67
5011_1,357268,186.54
5011_1,357272,207.3
5011_1,357276,217.61
5011_1,357280,501.79
5011_1,357284,417.57
5011_1,357288,328.23
5011_1,357292,165.18
5011_1,357296,181.25
5011_1,357300,198.83
5011_1,357304,368.55
5011_1,357308,321.71
5011_1,357312,336.95
5011_1,357316,178.93
5011_1,357320,189.56
5011_1,357324,191.54
5011_1,357328,446.97
5011_1,357332,381.38
5011_1,357336,385.99
5011_1,357340,262.69
5011_1,357344,268.26
5011_1,357348,266.55
5011_1,357352,532.62
5011_1,357356,481.61
5011_1,357360,482.31
5011_1,357364,448.68
5011_1,357368,462.39
5011_1,357372,473.83
5011_1,357376,468.38
5011_1,357380,466.04
5011_1,357384,516.17
5011_1,357388,419.24
5011_1,357392,439.8
5011_1,357396,452.62
5011_1,357400,466.03
5011_1,357404,485.91
5011_1,357408,476.54
5011_1,357412,433.61
5011_1,357416,448.22
5011_1,357420,442.05
5011_1,357424,499.79
5011_1,357428,464.3
5011_1,357432,495.64
5011_1,357436,449.7
5011_1,357440,459.62
5011_1,357444,468.36
5011_1,357448,479.52
5011_1,357452,467.67
5011_1,357456,482.13
5011_1,357460,460.15
5011_1,357464,473.22
5011_1,357468,481.53
5011_1,357472,474.7
5011_1,357476,486.12
5011_1,357480,536.46
5011_1,357484,256.14
5011_1,357488,283.35
5011_1,357492,284.27
5011_1,357496,523.92
5011_1,357500,522.33
5011_1,357504,386.38
5011_1,357508,189.41
5011_1,357512,204.38
5011_1,357516,216.54
5011_1,357520,340.25
5011_1,357524,372.48
5011_1,357528,382.38
5011_1,357532,205.48
5011_1,357536,209.76
5011_1,357540,205.14
5011_1,357544,537
5011_1,357548,486.52
5011_1,357552,484.29
5011_1,357556,444.12
5011_1,357560,447.71
5011_1,357564,444.84
5011_1,357568,477.74
5011_1,357572,471.84
5011_1,357576,467.12
5011_1,357580,433.81
5011_1,357584,456.89
5011_1,357588,467.32
5011_1,357592,485.6
5011_1,357596,470.74
5011_1,357600,494.92
5011_1,357604,448.77
5011_1,357608,459.86
5011_1,357612,471.95
5011_1,357616,478.57
5011_1,357620,484.7
5011_1,357624,489.24
5011_1,357628,430.5
5011_1,357632,442.71
5011_1,357636,444.81
5011_1,357640,487.47
5011_1,357644,477.32
5011_1,357648,482.68
5011_1,357652,446.83
5011_1,357656,466.99
5011_1,357660,472.79
5011_1,357664,478.19
5011_1,357668,475.41
5011_1,357672,494.92
5011_1,357676,461.97
5011_1,357680,470.06
5011_1,357684,477.7
5011_1,357688,479.46
5011_1,357692,479.22
5011_1,357696,498.9
5011_1,357700,445.52
5011_1,357704,448.94
5011_1,357708,458.98
5011_1,357712,484.68
5011_1,357716,478.86
5011_1,357720,500.06
5011_1,357724,436.98
5011_1,357728,452.04
5011_1,357732,455.09
5011_1,357736,492.8
5011_1,357740,477.95
5011_1,357744,504.77
5011_1,357748,380.93
5011_1,357752,403.48
5011_1,357756,416.78
5011_1,357760,438.27
5011_1,357764,501.14
5011_1,357768,482.71
5011_1,357772,389.9
5011_1,357776,401.48
5011_1,357780,396.29
5011_1,357784,518.66
5011_1,357788,477.19
5011_1,357792,501.87
5011_1,357796,452.03
5011_1,357800,461.64
5011_1,357804,473.02
5011_1,357808,480.09
5011_1,357812,479.98
5011_1,357816,500.28
5011_1,357820,446.52
5011_1,357824,456.87
5011_1,357828,460.4
5011_1,357832,489.5
5011_1,357836,478.42
5011_1,357840,494.78
5011_1,357844,446.75
5011_1,357848,454.06
5011_1,357852,460.75
5011_1,357856,484.54
5011_1,357860,476.8
5011_1,357864,508.35
5011_1,357868,441.12
5011_1,357872,452.81
5011_1,357876,468.89
5011_1,357880,490.13
5011_1,357884,482.93
5011_1,357888,501.27
5011_1,357892,461.39
5011_1,357896,467.88
5011_1,357900,458.52
5011_1,357904,485.6
5011_1,357908,472.85
5011_1,357912,493.8
5011_1,357916,460.18
5011_1,357920,468.55
5011_1,357924,477.71
5011_1,357928,475.52
5011_1,357932,480.45
5011_1,357936,507.6
5011_1,357940,404.53
5011_1,357944,427.2
5011_1,357948,423.71
5011_1,357952,505.08
5011_1,357956,521.63
5011_1,357960,505.79
5011_1,357964,356.3
5011_1,357968,384.96
5011_1,357972,395.51
5011_1,357976,467.85
5011_1,357980,488.93
5011_1,357984,470.57
5011_1,357988,373.59
5011_1,357992,384.51
5011_1,357996,375.58
5011_1,358000,522.58
5011_1,358004,540.46
5011_1,358008,474.58
5011_1,358012,394.9
5011_1,358016,405.98
5011_1,358020,417.47
5011_1,358024,502.18
5011_1,358028,489.64
5011_1,358032,488.92
5011_1,358036,459.32
5011_1,358040,460.97
5011_1,358044,470.61
5011_1,358048,485.31
5011_1,358052,473.01
5011_1,358056,491.12
5011_1,358060,456.55
5011_1,358064,465.16
5011_1,358068,473.13
5011_1,358072,487.01
5011_1,358076,477.19
5011_1,358080,490.4
5011_1,358084,458.16
5011_1,358088,469.91
5011_1,358092,474.16
5011_1,358096,475.8
5011_1,358100,479.09
5011_1,358104,492.49
5011_1,358108,466.68
5011_1,358112,462.43
5011_1,358116,482.12
5011_1,358120,478.71
5011_1,358124,477.18
5011_1,358128,493.36
5011_1,358132,455.95
5011_1,358136,465.32
5011_1,358140,475.01
5011_1,358144,479.05
5011_1,358148,476.36
5011_1,358152,497.49
5011_1,358156,458.54
5011_1,358160,465.91
5011_1,358164,469.65
5011_1,358168,483.9
5011_1,358172,493.98
5011_1,358176,563.24
5011_1,358180,234.3
5011_1,358184,235.15
5011_1,358188,238.27
5011_1,358192,450.23
5011_1,358196,387.52
5011_1,358200,332.91
5011_1,358204,245.59
5011_1,358208,245.82
5011_1,358212,247.95
5011_1,358216,542.81
5011_1,358220,507.01
5011_1,358224,519.63
5011_1,358228,455.42
5011_1,358232,460.91
5011_1,358236,473.28
5011_1,358240,490.1
5011_1,358244,477.56
5011_1,358248,501.55
5011_1,358252,459.98
5011_1,358256,461.37
5011_1,358260,465.66
5011_1,358264,503.82
5011_1,358268,493.82
5011_1,358272,517.45
5011_1,358276,464.42
5011_1,358280,473.03
5011_1,358284,481.67
5011_1,358288,474.89
5011_1,358292,473.44
5011_1,358296,504.98
5011_1,358300,445.95
5011_1,358304,472.69
5011_1,358308,459.64
5011_1,358312,475.89
5011_1,358316,478
5011_1,358320,505.6
5011_1,358324,463.98
5011_1,358328,466.68
5011_1,358332,470.23
5011_1,358336,477.4
5011_1,358340,481.27
5011_1,358344,526.6
5011_1,358348,423.66
5011_1,358352,436.58
5011_1,358356,437.5
5011_1,358360,472.55
5011_1,358364,483.62
5011_1,358368,498.7
5011_1,358372,441.16
5011_1,358376,445.44
5011_1,358380,450.67
5011_1,358384,474.07
5011_1,358388,484.73
5011_1,358392,509.37
5011_1,358396,421.13
5011_1,358400,434.48
5011_1,358404,430.52
5011_1,358408,485.91
5011_1,358412,511.19
5011_1,358416,524.7
5011_1,358420,403.59
5011_1,358424,418.8
5011_1,358428,413.65
5011_1,358432,515.29
5011_1,358436,529.91
5011_1,358440,508.58
5011_1,358444,364.18
5011_1,358448,370.29
5011_1,358452,388.07
5011_1,358456,496.47
5011_1,358460,524.91
5011_1,358464,472.48
5011_1,358468,351.37
5011_1,358472,364.11
5011_1,358476,365
5011_1,358480,483.49
5011_1,358484,579.59
5011_1,358488,449.58
5011_1,358492,385.64
5011_1,358496,390.52
5011_1,358500,393.81
5011_1,358504,500.9
5011_1,358508,479.55
5011_1,358512,473.39
5011_1,358516,393.24
5011_1,358520,390.14
5011_1,358524,395.52
5011_1,358528,517.05
5011_1,358532,565.45
5011_1,358536,470.52
5011_1,358540,388.12
5011_1,358544,403
5011_1,358548,396.54
5011_1,358552,482.3
5011_1,358556,551.11
5011_1,358560,520.64
5011_1,358564,325
5011_1,358568,349.76
5011_1,358572,348.05
5011_1,358576,464.65
5011_1,358580,482.55
5011_1,358584,434.44
5011_1,358588,340.56
5011_1,358592,350.45
5011_1,358596,348.06
5011_1,358600,425.44
5011_1,358604,585.12
5011_1,358608,405.75
5011_1,358612,338.83
5011_1,358616,348.12
5011_1,358620,342.96
5011_1,358624,414.61
5011_1,358628,678.61
5011_1,358632,448.87
5011_1,358636,271.16
5011_1,358640,282.44
5011_1,358644,273.65
5011_1,358648,384.19
5011_1,358652,710.26
5011_1,358656,390.99
5011_1,358660,202.72
5011_1,358664,231.16
5011_1,358668,214.18
5011_1,358672,371.8
5011_1,358676,719.14
5011_1,358680,367.68
5011_1,358684,248.02
5011_1,358688,252.75
5011_1,358692,248.47
5011_1,358696,339.83
5011_1,358700,705.84
5011_1,358704,362.39
5011_1,358708,248.79
5011_1,358712,253.66
5011_1,358716,248.47
5011_1,358720,352.08
5011_1,358724,743.06
5011_1,358728,398.89
5011_1,358732,0
5011_1,358736,0
5011_1,358740,0
5011_1,358744,0
5011_1,358748,851.36
5011_1,358752,0
5011_1,358756,0
5011_1,358760,0
5011_1,358764,0
5011_1,358768,143.35
5011_1,358772,828.64
5011_1,358776,129.6
5011_1,358780,61.847
5011_1,358784,64.737
5011_1,358788,67.631
5011_1,358792,119.37
5011_1,358796,823.12
5011_1,358800,154.37
5011_1,358804,15.903
5011_1,358808,16.709
5011_1,358812,17.339
5011_1,358816,96.892
5011_1,358820,681.06
5011_1,358824,109.51
5011_1,358828,0
5011_1,358832,0
5011_1,358836,0
5011_1,358840,0
5011_1,358844,851.36
5011_1,358848,0
5011_1,358852,0
5011_1,358856,0
5011_1,358860,0
5011_1,358864,0
5011_1,358868,851.36
5011_1,358872,0
5011_1,358876,0
5011_1,358880,0
5011_1,358884,0
5011_1,358888,0
5011_1,358892,851.36
5011_1,358896,0
5011_1,358900,0
5011_1,358904,0
5011_1,358908,0
5011_1,358912,0
5011_1,358916,851.36
5011_1,358920,0
5011_1,358924,0
5011_1,358928,0
5011_1,358932,0
5011_1,358936,0
5011_1,358940,851.36
5011_1,358944,0
5011_1,358948,0
5011_1,358952,0
5011_1,358956,0
5011_1,358960,0
5011_1,358964,851.36
5011_1,358968,0
5011_1,358972,0
5011_1,358976,0
5011_1,358980,0
5011_1,358984,48.032
5011_1,358988,738.15
5011_1,358992,35.412
5011_1,358996,0
5011_1,359000,0
5011_1,359004,0
5011_1,359008,0
5011_1,359012,851.36
5011_1,359016,0
5011_1,359020,0
5011_1,359024,0
5011_1,359028,0
5011_1,359032,163.47
5011_1,359036,347.33
5011_1,359040,173.05
5011_1,359044,0
5011_1,359048,0
5011_1,359052,0
5011_1,359056,41.152
5011_1,359060,773.99
5011_1,359064,36.219
5011_1,359068,0
5011_1,359072,0
5011_1,359076,0
5011_1,359080,387.03
5011_1,359084,382.88
5011_1,359088,0
5011_1,359092,0
5011_1,359096,0
5011_1,359100,0
5011_1,359104,0
5011_1,359108,342.83
5011_1,359112,0
5011_1,359116,0
5011_1,359120,0
5011_1,359124,0
5011_1,359128,0
5011_1,359132,851.36
5011_1,359136,0
5011_1,359140,0
5011_1,359144,0
5011_1,359148,0
5011_1,359152,0
5011_1,359156,851.36
5011_1,359160,0
5011_1,359164,0
5011_1,359168,0
5011_1,359172,0
5011_1,359176,196.15
5011_1,359180,184.16
5011_1,359184,281.61
5011_1,359188,0
5011_1,359192,0
5011_1,359196,0
5011_1,359200,0
5011_1,359204,851.36
5011_1,359208,0
5011_1,359212,0
5011_1,359216,0
5011_1,359220,0
5011_1,359224,0
5011_1,359228,851.36
5011_1,359232,0
5011_1,359236,0
5011_1,359240,0
5011_1,359244,0
5011_1,359248,0
5011_1,359252,851.36
5011_1,359256,0
5011_1,359260,0
5011_1,359264,0
5011_1,359268,0
5011_1,359272,0
5011_1,359276,851.36
5011_1,359280,0
5011_1,359284,0
5011_1,359288,0
5011_1,359292,0
5011_1,359296,13.177
5011_1,359300,492.58
5011_1,359304,0
5011_1,359308,0
5011_1,359312,0
5011_1,359316,0
5011_1,359320,246.93
5011_1,359324,209.85
5011_1,359328,0
5011_1,359332,0
5011_1,359336,0
5011_1,359340,0
5011_1,359344,45.033
5011_1,359348,448.8
5011_1,359352,316.64
5011_1,359356,0
5011_1,359360,0
5011_1,359364,0
5011_1,359368,0
5011_1,359372,851.36
5011_1,359376,0
5011_1,359380,0
5011_1,359384,0
5011_1,359388,0
5011_1,359392,85.673
5011_1,359396,839.58
5011_10,350664,2.0783e-05
5011_10,350668,0
5011_10,350672,0
5011_10,350676,0
5011_10,350680,1116.8
5011_10,350684,5110.5
5011_10,350688,1249.3
5011_10,350692,0
5011_10,350696,0
5011_10,350700,0
5011_10,350704,3120.2
5011_10,350708,6212.3
5011_10,350712,5119.5
5011_10,350716,176.99
5011_10,350720,176.03
5011_10,350724,178.85
5011_10,350728,2864.5
5011_10,350732,7170.2
5011_10,350736,5879.1
5011_10,350740,524.31
5011_10,350744,521.55
5011_10,350748,530.48
